customer_id,country,gender,membership_tier,preferred_category,preferred_device,preferred_payment_method,acquisition_channel,age,total_orders,total_spend_usd,avg_order_value_usd,days_since_last_purchase,reviews_given,avg_review_score,returns_made,wishlist_items,newsletter_subscribed,customer_tenure_days,orders_per_year,reviews_per_order,returns_per_order,churned
C04403,Australia,Female,Gold,Jewelry & Accessories,Mobile,PayPal,Social Media,56,23,3603.84,149.81,79,6,4.4,2,9,1,152,55.26809210526316,0.2608695652173913,0.08695652173913043,0
C04404,Canada,Male,Gold,Home & Kitchen,Desktop,UPI / Digital Wallet,Social Media,29,9,861.49,89.09,48,3,4.4,1,1,0,1020,3.2227941176470587,0.3333333333333333,0.1111111111111111,0
C04405,United States,Male,Free,Electronics,Mobile,Debit Card,Organic Search,32,10,390.14,37.68,74,1,4.4,0,7,1,119,30.69327731092437,0.1,0.0,0
C04406,Australia,Male,Free,Toys & Games,Mobile,PayPal,Social Media,29,30,3423.66,113.8,10,2,4.3,0,4,1,29,377.84482758620686,0.06666666666666667,0.0,0
C04407,Canada,Female,Platinum,Electronics,Mobile,Credit Card,Paid Ad,37,12,7078.83,548.67,76,4,4.7,0,1,0,439,9.984054669703873,0.3333333333333333,0.0,0
C04408,Australia,Female,Free,Clothing & Apparel,Desktop,PayPal,Email Campaign,32,5,267.75,50.74,48,0,3.8,0,0,1,370,4.9358108108108105,0.0,0.0,1
C04409,United Kingdom,Male,Silver,Health & Wellness,Desktop,Credit Card,Organic Search,22,3,211.57,78.21,52,0,4.6,0,6,1,2766,0.39614967462039047,0.0,0.0,0
C04410,United States,Male,Free,Pet Supplies,Desktop,UPI / Digital Wallet,Email Campaign,22,43,6391.11,148.27,9,4,4.6,4,0,1,271,57.95479704797047,0.09302325581395349,0.09302325581395349,0
C04411,United States,Female,Free,Home & Kitchen,Mobile,Credit Card,Email Campaign,38,37,10392.95,303.8,5,3,3.8,5,0,0,42,321.76785714285717,0.08108108108108109,0.13513513513513514,0
C04412,Germany,Female,Free,Home & Kitchen,Mobile,PayPal,Paid Ad,30,3,122.69,44.51,49,0,3.8,0,0,1,331,3.3104229607250755,0.0,0.0,0
C04413,United States,Male,Silver,Office Supplies,Mobile,PayPal,Social Media,31,8,428.33,48.47,43,3,3.7,0,0,1,700,4.174285714285714,0.375,0.0,0
C04414,United States,Male,Free,Electronics,Desktop,PayPal,Organic Search,65,8,250.68,27.85,124,2,4.9,1,0,0,2364,1.236040609137056,0.25,0.125,0
C04415,United States,Male,Silver,Toys & Games,Tablet,Credit Card,Email Campaign,45,21,1573.17,84.65,45,5,3.7,1,1,1,3167,2.4219292706030946,0.23809523809523808,0.047619047619047616,0
C04416,United States,Female,Gold,Clothing & Apparel,Tablet,UPI / Digital Wallet,Direct,25,1,377.32,333.06,35,0,3.9,0,7,1,473,0.7721987315010571,0.0,0.0,0
C04417,United States,Male,Free,Beauty & Personal Care,Mobile,PayPal,Email Campaign,18,4,414.9,103.25,28,0,3.9,0,11,1,206,7.092233009708738,0.0,0.0,0
C04418,Germany,Male,Free,Clothing & Apparel,Desktop,Credit Card,Social Media,49,18,3254.43,165.57,29,4,4.2,2,0,0,71,92.59859154929576,0.2222222222222222,0.1111111111111111,0
C04419,India,Female,Silver,Electronics,Mobile,Credit Card,Organic Search,45,8,461.93,54.82,11,0,4.0,0,5,0,1070,2.730841121495327,0.0,0.0,0
C04420,Germany,Female,Free,Clothing & Apparel,Mobile,Credit Card,Organic Search,48,26,1657.41,62.39,54,1,4.6,2,0,0,228,41.651315789473685,0.038461538461538464,0.07692307692307693,0
C04421,Italy,Male,Gold,Office Supplies,Desktop,Debit Card,Organic Search,40,2,169.62,90.4,12,0,3.5,0,0,1,391,1.8682864450127876,0.0,0.0,0
C04422,India,Female,Platinum,Health & Wellness,Mobile,Credit Card,Direct,67,3,366.98,119.48,84,0,3.4,0,0,1,446,2.4568385650224216,0.0,0.0,0
C04423,United States,Male,Gold,Sports & Outdoors,Desktop,PayPal,Email Campaign,32,13,2863.41,199.66,0,4,4.0,1,8,0,813,5.840405904059041,0.3076923076923077,0.07692307692307693,0
C04424,Canada,Male,Silver,Clothing & Apparel,Desktop,UPI / Digital Wallet,Direct,47,71,3337.71,45.27,23,11,3.8,9,3,0,43,603.0872093023255,0.15492957746478872,0.1267605633802817,0
C04425,Germany,Male,Platinum,Sports & Outdoors,Desktop,UPI / Digital Wallet,Direct,24,2,323.04,176.59,125,0,4.9,0,4,0,299,2.44314381270903,0.0,0.0,1
C04426,Australia,Male,Silver,Sports & Outdoors,Mobile,Debit Card,Organic Search,34,19,2090.24,103.13,2,6,4.6,1,4,1,1371,5.061816192560175,0.3157894736842105,0.05263157894736842,0
C04427,Netherlands,Female,Free,Clothing & Apparel,Desktop,Credit Card,Organic Search,34,5,398.21,71.87,41,0,4.2,0,3,1,356,5.129915730337078,0.0,0.0,0
C04428,United Kingdom,Female,Free,Sports & Outdoors,Tablet,Debit Card,Paid Ad,36,40,935.64,25.29,43,13,4.4,3,3,1,61,239.5081967213115,0.325,0.075,0
C04429,South Africa,Female,Free,Clothing & Apparel,Mobile,Credit Card,Referral,21,8,287.52,39.32,126,2,4.7,0,1,0,182,16.054945054945055,0.25,0.0,0
C04430,United States,Other,Platinum,Pet Supplies,Desktop,PayPal,Email Campaign,45,5,1145.17,264.53,86,1,4.2,0,17,1,1186,1.5398397976391232,0.2,0.0,0
C04431,South Korea,Female,Silver,Clothing & Apparel,Desktop,PayPal,Paid Ad,24,2,183.7,94.02,9,0,4.5,0,0,1,407,1.7948402948402948,0.0,0.0,0
C04432,United States,Female,Platinum,Travel & Luggage,Mobile,PayPal,Organic Search,25,67,61282.48,1051.73,26,23,4.0,1,2,1,97,252.28608247422682,0.34328358208955223,0.014925373134328358,0
C04433,United States,Female,Free,Beauty & Personal Care,Desktop,PayPal,Email Campaign,36,30,840.23,29.6,26,6,4.5,1,0,1,111,98.71621621621621,0.2,0.03333333333333333,0
C04434,Brazil,Female,Free,Home & Kitchen,Tablet,Credit Card,Direct,18,20,998.37,52.6,88,7,4.6,0,6,0,1170,6.243589743589744,0.35,0.0,0
C04435,India,Female,Silver,Sports & Outdoors,Desktop,Debit Card,Direct,38,17,153.93,10.42,51,6,3.6,0,1,1,3002,2.0683710859427045,0.35294117647058826,0.0,0
C04436,India,Female,Silver,Books,Mobile,PayPal,Social Media,43,3,575.77,190.62,122,1,2.6,0,7,1,773,1.417529107373868,0.3333333333333333,0.0,0
C04437,United States,Female,Free,Food & Grocery,Desktop,Credit Card,Direct,40,11,917.15,82.48,124,3,4.7,0,2,1,901,4.459211986681465,0.2727272727272727,0.0,0
C04438,United Kingdom,Male,Gold,Books,Mobile,PayPal,Paid Ad,31,33,1001.09,33.93,181,5,4.0,0,1,1,46,262.0271739130435,0.15151515151515152,0.0,0
C04439,Netherlands,Male,Free,Electronics,Mobile,PayPal,Organic Search,37,13,547.25,43.78,75,3,4.8,1,0,1,314,15.121815286624203,0.23076923076923078,0.07692307692307693,0
C04440,United States,Male,Gold,Office Supplies,Mobile,Credit Card,Paid Ad,38,3,1426.44,429.87,29,0,3.8,0,0,1,112,9.783482142857144,0.0,0.0,0
C04441,Brazil,Male,Gold,Beauty & Personal Care,Mobile,PayPal,Organic Search,22,28,1848.48,70.6,82,10,4.9,0,1,1,593,17.24620573355818,0.35714285714285715,0.0,0
C04442,UAE,Male,Free,Sports & Outdoors,Desktop,Bank Transfer,Organic Search,56,38,7175.41,199.77,11,6,3.9,0,14,0,8,1734.9375,0.15789473684210525,0.0,0
C04443,United States,Male,Silver,Books,Desktop,Debit Card,Organic Search,31,17,4122.83,252.93,44,3,4.8,0,6,0,381,16.29724409448819,0.17647058823529413,0.0,0
C04444,Japan,Male,Free,Toys & Games,Tablet,Buy Now Pay Later,Paid Ad,21,8,560.24,75.08,88,2,4.4,0,5,0,266,10.984962406015038,0.25,0.0,0
C04445,United States,Male,Gold,Electronics,Mobile,Debit Card,Paid Ad,18,11,2960.55,277.87,28,1,3.8,0,9,1,404,9.944925742574258,0.09090909090909091,0.0,0
C04446,United Kingdom,Male,Gold,Food & Grocery,Mobile,Credit Card,Organic Search,32,9,8470.38,838.8,106,0,4.7,1,1,0,517,6.358317214700193,0.0,0.1111111111111111,0
C04447,Sweden,Male,Gold,Electronics,Desktop,Debit Card,Email Campaign,30,17,1157.8,63.99,96,3,3.3,1,0,0,214,29.015186915887853,0.17647058823529413,0.058823529411764705,0
C04448,United States,Male,Gold,Home & Kitchen,Mobile,PayPal,Email Campaign,20,10,254.63,28.01,29,2,4.6,0,3,1,281,12.998220640569395,0.2,0.0,0
C04449,South Korea,Male,Platinum,Clothing & Apparel,Mobile,Debit Card,Social Media,40,39,3584.69,81.81,122,11,3.6,4,8,1,166,85.8117469879518,0.28205128205128205,0.10256410256410256,0
C04450,Australia,Male,Free,Electronics,Mobile,PayPal,Social Media,23,7,251.53,41.37,12,2,4.2,0,3,1,39,65.5576923076923,0.2857142857142857,0.0,0
C04451,Australia,Male,Free,Clothing & Apparel,Mobile,Credit Card,Social Media,23,20,5149.32,286.04,128,7,4.7,0,5,1,459,15.915032679738562,0.35,0.0,0
C04452,Germany,Male,Free,Food & Grocery,Desktop,Credit Card,Social Media,30,11,923.78,79.94,231,1,3.6,1,1,0,377,10.657161803713528,0.09090909090909091,0.09090909090909091,0
C04453,UAE,Male,Free,Food & Grocery,Mobile,PayPal,Organic Search,36,11,884.25,76.96,121,2,3.3,0,5,0,221,18.179864253393664,0.18181818181818182,0.0,0
C04454,United Kingdom,Male,Free,Sports & Outdoors,Mobile,Cryptocurrency,Paid Ad,18,28,3836.0,151.74,238,2,3.5,0,2,0,3347,3.055572154167912,0.07142857142857142,0.0,1
C04455,United Kingdom,Male,Platinum,Jewelry & Accessories,Desktop,PayPal,Referral,49,1,60.41,69.45,141,0,4.0,0,2,1,56,6.522321428571429,0.0,0.0,0
C04456,United States,Male,Gold,Electronics,Desktop,Debit Card,Email Campaign,46,21,854.42,36.14,1,7,5.0,3,1,1,54,142.04166666666666,0.3333333333333333,0.14285714285714285,0
C04457,United States,Male,Platinum,Sports & Outdoors,Mobile,Bank Transfer,Email Campaign,31,11,553.74,45.51,99,1,4.3,1,2,0,439,9.152050113895216,0.09090909090909091,0.09090909090909091,0
C04458,UAE,Female,Free,Books,Mobile,Buy Now Pay Later,Organic Search,36,8,978.04,127.13,5,1,3.8,1,6,1,78,37.46153846153846,0.125,0.125,0
C04459,Netherlands,Female,Free,Travel & Luggage,Desktop,UPI / Digital Wallet,Social Media,38,47,3155.29,64.36,27,3,4.2,5,1,0,870,19.731896551724137,0.06382978723404255,0.10638297872340426,0
C04460,United Kingdom,Male,Silver,Pet Supplies,Mobile,Credit Card,Social Media,28,4,350.93,96.48,23,0,4.5,0,1,1,1040,1.4048076923076924,0.0,0.0,0
C04461,Japan,Female,Gold,Beauty & Personal Care,Tablet,Bank Transfer,Paid Ad,34,15,547.08,39.57,251,5,2.5,1,2,0,68,80.56985294117646,0.3333333333333333,0.06666666666666667,0
C04462,United States,Female,Free,Food & Grocery,Mobile,Credit Card,Organic Search,18,29,1235.03,40.9,120,1,3.6,4,1,0,1398,7.576716738197425,0.034482758620689655,0.13793103448275862,0
C04463,Sweden,Female,Free,Electronics,Desktop,PayPal,Social Media,47,37,2117.1,62.84,132,10,4.4,4,1,0,871,15.515786452353616,0.2702702702702703,0.10810810810810811,0
C04464,Brazil,Female,Free,Clothing & Apparel,Tablet,PayPal,Social Media,59,20,1006.06,49.14,5,4,4.3,2,1,1,34,214.85294117647058,0.2,0.1,0
C04465,United States,Female,Silver,Electronics,Desktop,UPI / Digital Wallet,Organic Search,48,2,68.3,30.71,70,0,4.3,0,5,1,122,5.9877049180327875,0.0,0.0,1
C04466,United States,Male,Platinum,Office Supplies,Mobile,UPI / Digital Wallet,Organic Search,39,10,512.92,52.89,18,2,4.5,0,4,0,16,228.28125,0.2,0.0,0
C04467,United States,Male,Free,Clothing & Apparel,Mobile,PayPal,Email Campaign,47,32,1210.75,44.32,56,2,4.0,2,1,0,305,38.321311475409836,0.0625,0.0625,0
C04468,United States,Male,Free,Pet Supplies,Desktop,Debit Card,Paid Ad,19,23,2383.8,103.04,67,8,3.5,2,4,1,105,80.00714285714287,0.34782608695652173,0.08695652173913043,0
C04469,Germany,Other,Free,Electronics,Mobile,Debit Card,Paid Ad,21,4,460.03,113.37,275,0,4.1,0,9,1,1129,1.2940655447298495,0.0,0.0,1
C04470,Australia,Female,Silver,Home & Kitchen,Tablet,Credit Card,Social Media,30,13,903.79,75.97,47,4,4.6,1,6,0,224,21.197544642857146,0.3076923076923077,0.07692307692307693,0
C04471,Germany,Female,Gold,Sports & Outdoors,Mobile,PayPal,Paid Ad,26,30,3027.09,93.95,43,7,3.3,2,3,1,542,20.216789667896677,0.23333333333333334,0.06666666666666667,0
C04472,United Kingdom,Male,Silver,Clothing & Apparel,Mobile,Credit Card,Social Media,32,15,2328.2,171.69,2,3,4.3,0,3,1,747,7.3343373493975905,0.2,0.0,0
C04473,United States,Female,Gold,Books,Desktop,Credit Card,Email Campaign,32,38,4029.28,94.55,163,11,4.5,2,1,0,305,45.50655737704918,0.2894736842105263,0.05263157894736842,0
C04474,India,Female,Free,Health & Wellness,Mobile,UPI / Digital Wallet,Paid Ad,20,36,6939.38,213.58,15,7,3.6,1,0,1,38,346.02631578947364,0.19444444444444445,0.027777777777777776,0
C04475,UAE,Male,Free,Sports & Outdoors,Mobile,Credit Card,Organic Search,47,10,900.53,91.02,113,3,4.0,0,8,1,929,3.9316469321851453,0.3,0.0,0
C04476,Singapore,Female,Free,Books,Desktop,Debit Card,Email Campaign,39,7,474.71,59.35,0,1,4.4,0,0,0,8,319.59375,0.14285714285714285,0.0,0
C04477,India,Female,Silver,Books,Desktop,Cryptocurrency,Email Campaign,32,23,1495.03,65.41,21,4,3.9,3,3,1,1857,4.523828756058158,0.17391304347826086,0.13043478260869565,0
C04478,United Kingdom,Female,Silver,Clothing & Apparel,Mobile,Credit Card,Paid Ad,22,42,2610.0,65.26,30,14,4.2,2,1,1,787,19.492376111817027,0.3333333333333333,0.047619047619047616,0
C04479,United States,Female,Free,Books,Mobile,UPI / Digital Wallet,Organic Search,52,8,325.79,47.15,247,1,4.3,0,1,1,1083,2.698060941828255,0.125,0.0,1
C04480,France,Female,Silver,Jewelry & Accessories,Desktop,Buy Now Pay Later,Organic Search,40,4,531.58,143.53,50,0,3.9,0,5,1,249,5.867469879518072,0.0,0.0,0
C04481,United States,Female,Gold,Food & Grocery,Mobile,PayPal,Paid Ad,31,21,1121.49,51.55,4,5,3.1,1,22,0,563,13.623889875666075,0.23809523809523808,0.047619047619047616,0
C04482,Canada,Male,Gold,Home & Kitchen,Mobile,Debit Card,Direct,37,19,3078.32,187.93,120,2,4.7,2,2,1,1457,4.763040494166095,0.10526315789473684,0.10526315789473684,0
C04483,Mexico,Male,Silver,Home & Kitchen,Mobile,UPI / Digital Wallet,Organic Search,46,29,1452.8,58.24,92,9,3.5,2,4,0,693,15.284632034632036,0.3103448275862069,0.06896551724137931,0
C04484,Australia,Female,Free,Electronics,Mobile,Debit Card,Direct,44,11,767.68,67.41,24,2,3.5,0,3,1,712,5.642907303370786,0.18181818181818182,0.0,0
C04485,Netherlands,Other,Gold,Sports & Outdoors,Desktop,Bank Transfer,Paid Ad,18,32,2187.28,60.89,205,3,4.8,3,3,1,417,28.028776978417266,0.09375,0.09375,0
C04486,United States,Female,Silver,Sports & Outdoors,Mobile,Bank Transfer,Organic Search,32,3,531.23,173.13,2,0,5.0,0,0,1,49,22.362244897959183,0.0,0.0,0
C04487,UAE,Female,Silver,Beauty & Personal Care,Desktop,Credit Card,Paid Ad,40,11,338.88,31.44,22,2,4.4,1,4,0,82,48.99695121951219,0.18181818181818182,0.09090909090909091,0
C04488,Brazil,Female,Free,Books,Mobile,Credit Card,Paid Ad,52,10,542.11,55.77,4,0,4.8,0,0,1,328,11.135670731707316,0.0,0.0,0
C04489,United States,Male,Free,Home & Kitchen,Mobile,Buy Now Pay Later,Social Media,38,43,4972.68,124.49,30,9,4.3,1,1,1,279,56.293010752688176,0.20930232558139536,0.023255813953488372,0
C04490,United States,Male,Platinum,Clothing & Apparel,Desktop,Credit Card,Paid Ad,45,34,9072.05,264.15,1,10,4.7,3,2,1,364,34.11675824175824,0.29411764705882354,0.08823529411764706,0
C04491,United States,Female,Gold,Electronics,Mobile,Debit Card,Email Campaign,42,1,40.86,39.43,58,0,3.8,0,0,0,336,1.0870535714285714,0.0,0.0,0
C04492,United Kingdom,Male,Silver,Home & Kitchen,Mobile,Buy Now Pay Later,Organic Search,32,2,132.97,67.17,43,0,4.1,0,4,0,327,2.2339449541284404,0.0,0.0,0
C04493,Netherlands,Male,Free,Electronics,Desktop,Debit Card,Direct,31,3,178.38,60.28,60,0,4.7,0,14,1,210,5.217857142857143,0.0,0.0,0
C04494,Italy,Male,Free,Clothing & Apparel,Mobile,Credit Card,Social Media,55,24,1949.02,79.03,6,5,4.7,2,3,1,364,24.08241758241758,0.20833333333333334,0.08333333333333333,0
C04495,Canada,Female,Free,Clothing & Apparel,Mobile,UPI / Digital Wallet,Social Media,32,20,1244.45,63.76,43,5,4.4,0,6,1,149,49.02684563758389,0.25,0.0,0
C04496,United States,Male,Free,Clothing & Apparel,Mobile,Debit Card,Paid Ad,41,5,203.5,35.87,125,1,3.3,0,14,1,366,4.989754098360656,0.2,0.0,0
C04497,United States,Male,Gold,Travel & Luggage,Mobile,Buy Now Pay Later,Organic Search,35,22,2124.32,90.03,48,5,3.5,2,4,0,898,8.948218262806236,0.22727272727272727,0.09090909090909091,0
C04498,United States,Male,Free,Health & Wellness,Tablet,Credit Card,Direct,58,11,1382.98,126.99,126,4,4.2,0,10,1,550,7.305,0.36363636363636365,0.0,0
C04499,India,Male,Free,Home & Kitchen,Mobile,UPI / Digital Wallet,Paid Ad,25,9,900.13,88.6,85,0,3.8,1,2,1,360,9.13125,0.0,0.1111111111111111,0
C04500,United Kingdom,Other,Free,Office Supplies,Tablet,Credit Card,Organic Search,30,5,193.77,36.96,32,0,4.3,0,2,1,45,40.583333333333336,0.0,0.0,0
C04501,United Kingdom,Female,Free,Home & Kitchen,Mobile,PayPal,Email Campaign,54,18,860.0,51.6,80,1,4.7,1,3,0,0,6574.5,0.05555555555555555,0.05555555555555555,0
C04502,UAE,Female,Free,Food & Grocery,Tablet,Credit Card,Paid Ad,18,39,8165.09,189.7,34,10,4.5,0,0,0,2017,7.062345066931086,0.2564102564102564,0.0,0
C04503,United States,Male,Silver,Jewelry & Accessories,Mobile,PayPal,Direct,67,29,6050.2,192.12,54,6,4.5,0,12,1,354,29.921610169491522,0.20689655172413793,0.0,0
C04504,United States,Male,Silver,Health & Wellness,Tablet,UPI / Digital Wallet,Social Media,38,19,1717.63,91.29,81,1,4.5,0,0,0,186,37.310483870967744,0.05263157894736842,0.0,0
C04505,United States,Male,Free,Books,Desktop,Debit Card,Direct,45,20,748.03,42.39,42,6,4.8,1,15,1,159,45.943396226415096,0.3,0.05,0
C04506,United States,Male,Silver,Electronics,Mobile,UPI / Digital Wallet,Organic Search,61,28,2792.82,116.23,92,7,2.8,2,3,1,10,1022.7,0.25,0.07142857142857142,0
C04507,United Kingdom,Male,Free,Office Supplies,Mobile,Credit Card,Email Campaign,31,55,2892.05,55.81,134,7,4.5,1,1,1,1450,13.854310344827587,0.12727272727272726,0.01818181818181818,0
C04508,United States,Male,Silver,Electronics,Mobile,Credit Card,Email Campaign,37,10,848.92,95.82,31,3,3.4,1,0,0,15,243.5,0.3,0.1,0
C04509,Canada,Male,Free,Electronics,Mobile,PayPal,Social Media,37,34,1022.46,32.99,36,7,4.0,4,8,1,885,14.032203389830508,0.20588235294117646,0.11764705882352941,0
C04510,Germany,Male,Free,Books,Desktop,Credit Card,Paid Ad,45,5,1155.42,252.52,9,1,4.3,0,12,1,1123,1.6262243989314336,0.2,0.0,0
C04511,United States,Male,Silver,Clothing & Apparel,Mobile,Credit Card,Social Media,35,10,496.75,52.51,24,1,4.2,0,1,1,1202,3.038685524126456,0.1,0.0,0
C04512,United Kingdom,Female,Gold,Home & Kitchen,Desktop,Debit Card,Social Media,37,3,167.89,57.52,179,0,4.6,0,5,1,949,1.1546364594309801,0.0,0.0,0
C04513,South Korea,Male,Silver,Pet Supplies,Mobile,Debit Card,Direct,45,9,548.89,53.41,17,0,4.7,0,1,1,838,3.922732696897375,0.0,0.0,0
C04514,India,Female,Free,Toys & Games,Mobile,Credit Card,Social Media,27,5,673.97,156.44,0,1,4.5,0,3,0,393,4.646946564885496,0.2,0.0,0
C04515,United States,Female,Silver,Electronics,Mobile,Bank Transfer,Email Campaign,34,6,468.32,68.49,28,1,3.9,0,0,1,824,2.6595873786407767,0.16666666666666666,0.0,0
C04516,UAE,Female,Gold,Sports & Outdoors,Tablet,Debit Card,Direct,34,54,3304.04,64.15,26,14,4.0,7,1,1,348,56.67672413793103,0.25925925925925924,0.12962962962962962,0
C04517,Sweden,Male,Free,Health & Wellness,Mobile,PayPal,Organic Search,21,8,251.22,32.81,333,2,4.2,0,6,1,403,7.25062034739454,0.25,0.0,1
C04518,Brazil,Female,Platinum,Food & Grocery,Mobile,UPI / Digital Wallet,Social Media,27,14,1357.32,102.76,123,3,4.3,1,2,1,186,27.491935483870968,0.21428571428571427,0.07142857142857142,0
C04519,South Korea,Female,Free,Jewelry & Accessories,Mobile,UPI / Digital Wallet,Social Media,18,3,161.47,49.16,49,0,3.7,0,4,0,16,68.484375,0.0,0.0,0
C04520,United States,Female,Gold,Books,Mobile,PayPal,Social Media,48,3,252.9,83.56,239,1,4.3,0,3,1,859,1.2756111757857973,0.3333333333333333,0.0,1
C04521,United Kingdom,Female,Free,Books,Tablet,Debit Card,Direct,18,38,4272.39,114.05,10,11,4.4,5,0,1,1595,8.701880877742946,0.2894736842105263,0.13157894736842105,0
C04522,United States,Female,Silver,Books,Desktop,Credit Card,Social Media,25,21,389.18,21.72,31,1,4.0,2,0,1,1394,5.502331420373027,0.047619047619047616,0.09523809523809523,0
C04523,United States,Male,Free,Toys & Games,Mobile,Credit Card,Paid Ad,34,21,1644.99,76.04,17,8,4.5,1,2,0,146,52.53595890410959,0.38095238095238093,0.047619047619047616,1
C04524,United States,Female,Gold,Clothing & Apparel,Mobile,PayPal,Social Media,39,21,630.66,28.25,7,6,3.7,1,4,0,2393,3.205286251567071,0.2857142857142857,0.047619047619047616,0
C04525,India,Male,Free,Electronics,Desktop,PayPal,Email Campaign,40,23,908.34,42.59,5,7,4.8,2,6,1,861,9.756968641114982,0.30434782608695654,0.08695652173913043,0
C04526,Australia,Male,Silver,Clothing & Apparel,Desktop,Credit Card,Email Campaign,41,7,317.2,47.28,5,0,3.9,0,1,1,263,9.72148288973384,0.0,0.0,0
C04527,Brazil,Female,Silver,Electronics,Mobile,Cryptocurrency,Direct,46,2,147.23,67.68,95,0,4.5,0,2,1,2937,0.2487231869254341,0.0,0.0,0
C04528,United Kingdom,Female,Free,Health & Wellness,Desktop,Credit Card,Social Media,66,2,255.85,149.02,80,0,4.2,0,7,0,2525,0.2893069306930693,0.0,0.0,1
C04529,Australia,Female,Silver,Home & Kitchen,Desktop,UPI / Digital Wallet,Social Media,29,12,1174.55,110.99,58,1,3.1,0,6,0,150,29.220000000000002,0.08333333333333333,0.0,0
C04530,South Korea,Female,Silver,Office Supplies,Mobile,PayPal,Email Campaign,55,1,99.91,113.58,45,0,4.9,0,3,0,304,1.2014802631578947,0.0,0.0,0
C04531,France,Female,Platinum,Clothing & Apparel,Mobile,Credit Card,Organic Search,34,43,1603.87,33.94,64,8,4.1,4,23,1,511,30.7353228962818,0.18604651162790697,0.09302325581395349,0
C04532,Japan,Male,Silver,Electronics,Mobile,Credit Card,Social Media,19,17,1921.64,102.96,2,2,3.1,2,5,1,23,269.96739130434787,0.11764705882352941,0.11764705882352941,0
C04533,United States,Female,Free,Clothing & Apparel,Mobile,Debit Card,Direct,34,5,428.99,83.41,51,1,4.2,0,8,0,1939,0.9418514698298092,0.2,0.0,0
C04534,Japan,Female,Free,Clothing & Apparel,Mobile,PayPal,Email Campaign,69,25,6541.22,288.71,197,4,2.5,0,0,0,665,13.731203007518797,0.16,0.0,0
C04535,United Kingdom,Male,Gold,Clothing & Apparel,Mobile,Buy Now Pay Later,Organic Search,39,46,1736.39,41.91,125,17,3.9,5,8,0,429,39.16433566433566,0.3695652173913043,0.10869565217391304,0
C04536,United States,Female,Free,Food & Grocery,Mobile,UPI / Digital Wallet,Paid Ad,18,19,1392.54,86.12,30,4,4.2,1,0,1,1138,6.098198594024605,0.21052631578947367,0.05263157894736842,0
C04537,Brazil,Female,Silver,Beauty & Personal Care,Desktop,PayPal,Email Campaign,35,31,4495.67,136.1,72,1,2.7,4,0,0,2416,4.686568708609271,0.03225806451612903,0.12903225806451613,0
C04538,United States,Female,Free,Home & Kitchen,Desktop,Credit Card,Email Campaign,18,9,996.23,99.02,0,2,4.7,0,5,1,204,16.113970588235297,0.2222222222222222,0.0,0
C04539,United States,Male,Free,Electronics,Mobile,Credit Card,Referral,36,5,387.11,70.36,77,1,3.1,0,0,1,2889,0.6321391484942886,0.2,0.0,0
C04540,United States,Female,Gold,Home & Kitchen,Tablet,Credit Card,Email Campaign,20,6,764.12,137.45,126,0,4.8,0,7,1,1618,1.3544499381953028,0.0,0.0,0
C04541,United Kingdom,Male,Silver,Electronics,Desktop,Debit Card,Organic Search,43,4,494.34,110.5,19,0,4.2,0,3,1,70,20.871428571428574,0.0,0.0,0
C04542,South Korea,Male,Platinum,Food & Grocery,Mobile,PayPal,Email Campaign,29,30,5385.99,192.0,25,10,4.6,2,7,1,317,34.56624605678233,0.3333333333333333,0.06666666666666667,0
C04543,Australia,Female,Platinum,Sports & Outdoors,Mobile,Credit Card,Direct,46,24,5740.44,208.52,21,8,4.6,0,5,1,79,110.9620253164557,0.3333333333333333,0.0,0
C04544,India,Male,Free,Food & Grocery,Mobile,Credit Card,Social Media,45,2,120.01,63.39,2,0,4.8,0,5,1,46,15.880434782608697,0.0,0.0,0
C04545,Germany,Female,Free,Toys & Games,Mobile,Debit Card,Paid Ad,30,12,715.51,62.72,10,1,3.5,0,2,1,385,11.384415584415585,0.08333333333333333,0.0,0
C04546,Netherlands,Male,Silver,Automotive,Mobile,PayPal,Organic Search,18,20,1434.07,74.45,182,7,3.7,1,4,1,482,15.155601659751037,0.35,0.05,0
C04547,Japan,Male,Free,Office Supplies,Mobile,Debit Card,Social Media,21,48,1595.05,33.37,18,12,4.1,4,2,1,761,23.038107752956638,0.25,0.08333333333333333,0
C04548,Canada,Male,Gold,Clothing & Apparel,Mobile,Credit Card,Email Campaign,21,19,1497.49,70.69,34,7,4.6,0,2,1,333,20.84009009009009,0.3684210526315789,0.0,0
C04549,Australia,Female,Silver,Electronics,Mobile,Bank Transfer,Direct,50,8,407.07,54.08,64,1,4.5,0,0,1,152,19.223684210526315,0.125,0.0,0
C04550,United States,Female,Gold,Health & Wellness,Desktop,PayPal,Direct,36,12,784.47,72.03,136,4,4.0,1,2,1,868,5.049539170506913,0.3333333333333333,0.08333333333333333,0
C04551,France,Male,Free,Toys & Games,Tablet,PayPal,Email Campaign,34,2,58.67,32.88,84,0,4.0,0,6,1,612,1.1936274509803921,0.0,0.0,0
C04552,Canada,Male,Free,Home & Kitchen,Mobile,Cryptocurrency,Direct,27,2,143.99,62.91,24,0,4.0,0,1,1,183,3.9918032786885247,0.0,0.0,1
C04553,United States,Female,Free,Electronics,Mobile,Credit Card,Organic Search,39,1,81.96,77.0,9,0,4.5,0,0,0,78,4.6826923076923075,0.0,0.0,0
